cve,cvssV3,cvssV2
CVE-2008-3778,NA,7.5
CVE-2008-3779,NA,4.3
CVE-2008-3780,NA,7.5
CVE-2008-3781,NA,4.3
CVE-2008-3782,NA,3.5
CVE-2008-3783,NA,6.8
CVE-2008-3784,NA,7.5
CVE-2008-3785,NA,7.5
CVE-2008-3786,NA,4.3
CVE-2008-3787,NA,7.5
CVE-2008-3788,NA,6.8
CVE-2008-3789,NA,2.1
CVE-2008-3790,NA,5.0
CVE-2008-3791,NA,4.6
CVE-2008-3792,NA,7.1
CVE-2008-3794,NA,6.8
CVE-2008-3795,NA,10.0
CVE-2008-3796,NA,5.0
CVE-2008-3798,NA,7.8
CVE-2008-3799,NA,7.8
CVE-2008-3800,NA,7.1
CVE-2008-3801,NA,7.1
CVE-2008-3802,NA,7.1
CVE-2008-3803,NA,5.1
CVE-2008-3804,NA,7.1
CVE-2008-3805,NA,8.5
CVE-2008-3806,NA,8.5
CVE-2008-3807,NA,9.3
CVE-2008-3808,NA,7.8
CVE-2008-3809,NA,7.1
CVE-2008-3810,NA,7.8
CVE-2008-3811,NA,7.8
CVE-2008-3812,NA,7.1
CVE-2008-3813,NA,7.8
CVE-2008-3814,NA,5.8
CVE-2008-3815,NA,4.3
CVE-2008-3816,NA,7.8
CVE-2008-3817,NA,7.8
CVE-2008-3818,NA,7.8
CVE-2008-3819,NA,5.0
CVE-2008-3820,NA,6.8
CVE-2008-3821,NA,4.3
CVE-2008-3822,NA,NA
CVE-2008-3823,NA,4.3
CVE-2008-3824,NA,4.3
CVE-2008-3825,NA,4.4
CVE-2008-3826,NA,4.6
CVE-2008-3827,NA,9.3
CVE-2008-3828,NA,4.6
CVE-2008-3829,NA,5.0
CVE-2008-3830,NA,7.2
CVE-2008-3831,NA,4.7
CVE-2008-3832,NA,4.9
CVE-2008-3833,NA,4.9
CVE-2008-3834,NA,2.1
CVE-2008-3835,NA,7.5
CVE-2008-3836,NA,7.5
CVE-2008-3837,NA,9.3
CVE-2008-3838,NA,7.2
CVE-2008-3839,NA,4.7
CVE-2008-3840,NA,5.0
CVE-2008-3841,NA,4.3
CVE-2008-3842,NA,4.3
CVE-2008-3843,NA,4.3
CVE-2008-3844,NA,9.3
CVE-2008-3845,NA,7.5
CVE-2008-3846,NA,4.3
CVE-2008-3847,NA,4.3
CVE-2008-3848,NA,7.5
CVE-2008-3849,NA,4.3
CVE-2008-3850,NA,4.3
CVE-2008-3851,NA,5.0
CVE-2008-3852,NA,6.5
CVE-2008-3853,NA,9.3
CVE-2008-3854,NA,7.8
CVE-2008-3855,NA,4.6
CVE-2008-3856,NA,7.5
CVE-2008-3857,NA,4.6
CVE-2008-3858,NA,4.3
CVE-2008-3859,NA,5.0
CVE-2008-3860,NA,4.3
CVE-2008-3861,NA,7.5
CVE-2008-3862,NA,10.0
CVE-2008-3863,NA,7.6
CVE-2008-3864,NA,5.0
CVE-2008-3865,NA,10.0
CVE-2008-3866,NA,4.6
CVE-2008-3867,NA,6.8
CVE-2008-3868,NA,6.8
CVE-2008-3869,NA,10.0
CVE-2008-3870,NA,10.0
CVE-2008-3871,NA,9.3
CVE-2008-3872,NA,9.3
CVE-2008-3873,NA,4.3
CVE-2008-3874,NA,3.5
CVE-2008-3875,NA,7.2
CVE-2008-3876,NA,1.9
CVE-2008-3877,NA,9.3
CVE-2008-3878,NA,9.3
CVE-2008-3879,NA,9.3
CVE-2008-3880,NA,7.5
CVE-2008-3881,NA,4.3
CVE-2008-3882,NA,10.0
CVE-2008-3883,NA,7.2
CVE-2008-3884,NA,4.3
CVE-2008-3885,NA,6.8
CVE-2008-3886,NA,4.3
CVE-2008-3887,NA,6.0
CVE-2008-3888,NA,7.5
CVE-2008-3889,NA,2.1
CVE-2008-3890,NA,7.2
CVE-2008-3891,NA,7.5
CVE-2008-3892,NA,10.0
CVE-2008-3893,NA,1.9
CVE-2008-3894,NA,2.1
CVE-2008-3895,NA,2.1
CVE-2008-3896,NA,2.1
CVE-2008-3897,NA,2.1
CVE-2008-3898,NA,2.1
CVE-2008-3899,NA,2.1
CVE-2008-3900,NA,2.1
CVE-2008-3901,NA,2.1
CVE-2008-3902,NA,2.1
CVE-2008-3903,NA,3.5
CVE-2008-3904,NA,7.5
CVE-2008-3905,NA,5.8
CVE-2008-3906,NA,4.3
CVE-2008-3907,NA,6.8
CVE-2008-3908,NA,10.0
CVE-2008-3909,NA,5.8
CVE-2008-3910,NA,10.0
CVE-2008-3911,NA,7.2
CVE-2008-3912,NA,5.0
CVE-2008-3913,NA,5.0
CVE-2008-3914,NA,10.0
CVE-2008-3915,NA,9.3
CVE-2008-3916,NA,9.3
CVE-2008-3917,NA,4.3
CVE-2008-3918,NA,7.5
CVE-2008-3919,NA,9.3
CVE-2008-3920,NA,7.5
CVE-2008-3921,NA,4.3
CVE-2008-3922,NA,9.3
CVE-2008-3923,NA,4.3
CVE-2008-3924,NA,4.3
CVE-2008-3925,NA,4.3
CVE-2008-3926,NA,5.8
CVE-2008-3927,NA,7.2
CVE-2008-3928,NA,6.9
CVE-2008-3929,NA,7.2
CVE-2008-3930,NA,6.9
CVE-2008-3931,NA,6.9
CVE-2008-3932,NA,5.0
CVE-2008-3933,NA,3.3
CVE-2008-3934,NA,3.3
CVE-2008-3935,NA,4.3
CVE-2008-3936,NA,7.8
CVE-2008-3937,NA,4.3
CVE-2008-3938,NA,5.8
CVE-2008-3939,NA,5.0
CVE-2008-3940,NA,4.4
CVE-2008-3941,NA,4.3
CVE-2008-3942,NA,7.5
CVE-2008-3943,NA,7.5
CVE-2008-3944,NA,7.5
CVE-2008-3945,NA,7.5
CVE-2008-3946,NA,4.9
CVE-2008-3947,NA,7.2
CVE-2008-3948,NA,7.5
CVE-2008-3949,NA,7.2
CVE-2008-3950,NA,5.0
CVE-2008-3951,NA,7.5
CVE-2008-3952,NA,7.5
CVE-2008-3953,NA,7.5
CVE-2008-3954,NA,7.5
CVE-2008-3955,NA,7.5
CVE-2008-3956,NA,9.3
CVE-2008-3957,NA,9.3
CVE-2008-3958,NA,7.5
CVE-2008-3959,NA,5.0
CVE-2008-3960,NA,5.0
CVE-2008-3961,NA,9.3
CVE-2008-3962,NA,2.6
CVE-2008-3963,NA,4.0
CVE-2008-3964,NA,4.3
CVE-2008-3965,NA,7.5
CVE-2008-3966,NA,4.3
CVE-2008-3967,NA,7.5
CVE-2008-3968,NA,4.3
CVE-2008-3969,NA,7.5
CVE-2008-3970,NA,6.9
CVE-2008-3971,NA,9.3
CVE-2008-3972,NA,6.6
CVE-2008-3973,NA,1.7
CVE-2008-3974,NA,4.0
CVE-2008-3975,NA,5.0
CVE-2008-3976,NA,5.5
CVE-2008-3977,NA,5.0
CVE-2008-3978,NA,5.5
CVE-2008-3979,NA,5.5
CVE-2008-3980,NA,4.9
CVE-2008-3981,NA,5.0
CVE-2008-3982,NA,5.5
CVE-2008-3983,NA,5.5
CVE-2008-3984,NA,5.5
CVE-2008-3985,NA,5.0
CVE-2008-3986,NA,1.0
CVE-2008-3987,NA,1.0
CVE-2008-3988,NA,5.0
CVE-2008-3989,NA,6.5
CVE-2008-3990,NA,4.0
CVE-2008-3991,NA,4.0
CVE-2008-3992,NA,5.5
CVE-2008-3993,NA,3.5
CVE-2008-3994,NA,5.5
CVE-2008-3995,NA,5.5
CVE-2008-3996,NA,5.5
CVE-2008-3997,NA,4.0
CVE-2008-3998,NA,4.9
CVE-2008-3999,NA,4.0
CVE-2008-4000,NA,6.4
CVE-2008-4001,NA,4.9
CVE-2008-4002,NA,3.5
CVE-2008-4003,NA,4.3
CVE-2008-4004,NA,3.2
CVE-2008-4005,NA,4.3
CVE-2008-4006,NA,10.0
CVE-2008-4007,NA,6.5
CVE-2008-4008,NA,10.0
CVE-2008-4009,NA,5.1
CVE-2008-4010,NA,6.8
CVE-2008-4011,NA,2.1
CVE-2008-4012,NA,5.1
CVE-2008-4013,NA,6.8
CVE-2008-4014,NA,5.5
CVE-2008-4015,NA,5.5
CVE-2008-4016,NA,4.0
CVE-2008-4017,NA,5.0
CVE-2008-4018,NA,7.2
CVE-2008-4019,NA,9.3
CVE-2008-4020,NA,4.3
CVE-2008-4021,NA,NA
CVE-2008-4022,NA,NA
CVE-2008-4023,NA,10.0
CVE-2008-4024,NA,9.3
CVE-2008-4025,NA,9.3
CVE-2008-4026,NA,9.3
CVE-2008-4027,NA,9.3
CVE-2008-4028,NA,9.3
CVE-2008-4029,NA,4.3
CVE-2008-4030,NA,9.3
CVE-2008-4031,NA,9.3
CVE-2008-4032,NA,7.5
CVE-2008-4033,NA,4.3
CVE-2008-4034,NA,NA
CVE-2008-4035,NA,NA
CVE-2008-4036,NA,7.2
CVE-2008-4037,NA,9.3
CVE-2008-4038,NA,10.0
CVE-2008-4039,NA,7.5
CVE-2008-4040,NA,7.8
CVE-2008-4041,NA,4.0
CVE-2008-4042,NA,NA
CVE-2008-4043,NA,7.5
CVE-2008-4044,NA,7.5
CVE-2008-4045,NA,4.3
CVE-2008-4046,NA,7.5
CVE-2008-4047,NA,7.5
CVE-2008-4048,NA,6.8
CVE-2008-4049,NA,6.8
CVE-2008-4050,NA,9.3
CVE-2008-4051,NA,4.3
CVE-2008-4052,NA,7.2
CVE-2008-4053,NA,4.3
CVE-2008-4054,NA,7.5
CVE-2008-4055,NA,7.5
CVE-2008-4056,NA,4.3
CVE-2008-4057,NA,10.0
CVE-2008-4058,NA,7.5
CVE-2008-4059,NA,7.5
CVE-2008-4060,NA,7.5
CVE-2008-4061,NA,10.0
CVE-2008-4062,NA,10.0
CVE-2008-4063,NA,9.3
CVE-2008-4064,NA,10.0
CVE-2008-4065,NA,4.3
CVE-2008-4066,NA,4.3
CVE-2008-4067,NA,4.3
CVE-2008-4068,NA,7.8
CVE-2008-4069,NA,5.0
CVE-2008-4070,NA,10.0
CVE-2008-4071,NA,5.0
CVE-2008-4072,NA,7.5
CVE-2008-4073,NA,7.5
CVE-2008-4074,NA,7.5
CVE-2008-4075,NA,6.8
CVE-2008-4076,NA,4.3
CVE-2008-4077,NA,7.8
CVE-2008-4078,NA,6.5
CVE-2008-4079,NA,4.3
CVE-2008-4080,NA,6.8
CVE-2008-4081,NA,7.5
CVE-2008-4082,NA,4.6
CVE-2008-4083,NA,3.5
CVE-2008-4084,NA,6.8
CVE-2008-4085,NA,4.4
CVE-2008-4086,NA,7.5
CVE-2008-4087,NA,6.8
CVE-2008-4088,NA,7.5
CVE-2008-4089,NA,4.3
CVE-2008-4090,NA,7.5
CVE-2008-4091,NA,6.8
CVE-2008-4092,NA,7.5
CVE-2008-4093,NA,6.8
CVE-2008-4094,NA,7.5
CVE-2008-4095,NA,10.0
CVE-2008-4096,NA,8.5
CVE-2008-4097,NA,4.6
CVE-2008-4098,NA,4.6
CVE-2008-4099,NA,6.4
CVE-2008-4100,NA,6.4
CVE-2008-4101,NA,9.3
CVE-2008-4102,NA,7.5
CVE-2008-4103,NA,5.0
CVE-2008-4104,NA,5.8
CVE-2008-4105,NA,7.5
CVE-2008-4106,NA,5.1
CVE-2008-4107,NA,5.1
CVE-2008-4108,NA,7.2
CVE-2008-4109,NA,5.0
CVE-2008-4110,NA,7.6
CVE-2008-4111,NA,9.3
CVE-2008-4112,NA,NA
CVE-2008-4113,NA,4.7
CVE-2008-4114,NA,7.1
CVE-2008-4115,NA,5.0
CVE-2008-4116,NA,9.3
CVE-2008-4117,NA,7.8
CVE-2008-4118,NA,4.3
CVE-2008-4119,NA,4.3
CVE-2008-4120,NA,4.3
CVE-2008-4121,NA,4.3
CVE-2008-4122,NA,5.0
CVE-2008-4125,NA,5.0
CVE-2008-4126,NA,6.4
CVE-2008-4127,NA,4.3
CVE-2008-4128,NA,9.3
CVE-2008-4129,NA,4.0
CVE-2008-4130,NA,4.3
CVE-2008-4131,NA,7.2
CVE-2008-4132,NA,9.3
CVE-2008-4133,NA,4.3
CVE-2008-4134,NA,7.5
CVE-2008-4135,NA,7.8
CVE-2008-4136,NA,5.0
CVE-2008-4137,NA,7.5
CVE-2008-4138,NA,10.0
CVE-2008-4139,NA,2.6
CVE-2008-4140,NA,4.3
CVE-2008-4141,NA,7.5
CVE-2008-4142,NA,7.5
CVE-2008-4143,NA,7.5
CVE-2008-4144,NA,7.5
CVE-2008-4145,NA,6.8
CVE-2008-4146,NA,5.0
CVE-2008-4147,NA,4.3
CVE-2008-4148,NA,7.5
CVE-2008-4149,NA,4.3
CVE-2008-4150,NA,7.5
CVE-2008-4151,NA,5.0
CVE-2008-4152,NA,3.5
CVE-2008-4153,NA,5.0
CVE-2008-4154,NA,7.5
CVE-2008-4155,NA,7.8
CVE-2008-4156,NA,6.8
CVE-2008-4157,NA,7.5
CVE-2008-4158,NA,6.8
CVE-2008-4159,NA,7.5
CVE-2008-4160,NA,4.7
CVE-2008-4161,NA,6.8
CVE-2008-4162,NA,4.3
CVE-2008-4163,NA,7.8
CVE-2008-4164,NA,2.6
CVE-2008-4165,NA,4.0
CVE-2008-4166,NA,4.3
CVE-2008-4167,NA,6.4
CVE-2008-4168,NA,4.3
CVE-2008-4169,NA,7.5
CVE-2008-4170,NA,5.0
CVE-2008-4171,NA,7.5
CVE-2008-4172,NA,7.5
CVE-2008-4173,NA,7.5
CVE-2008-4174,NA,4.3
CVE-2008-4175,NA,6.5
CVE-2008-4176,NA,7.5
CVE-2008-4177,NA,7.5
CVE-2008-4178,NA,7.5
CVE-2008-4179,NA,4.3
CVE-2008-4180,NA,5.0
CVE-2008-4181,NA,6.8
CVE-2008-4182,NA,4.3
CVE-2008-4183,NA,5.0
CVE-2008-4184,NA,4.3
CVE-2008-4185,NA,7.5
CVE-2008-4186,NA,7.5
CVE-2008-4187,NA,4.3
CVE-2008-4188,NA,10.0
CVE-2008-4189,NA,NA
CVE-2008-4190,NA,4.4
CVE-2008-4191,NA,6.6
CVE-2008-4192,NA,6.9
CVE-2008-4193,NA,10.0
CVE-2008-4194,NA,5.0
CVE-2008-4195,NA,5.0
CVE-2008-4196,NA,4.3
CVE-2008-4197,NA,9.3
CVE-2008-4198,NA,5.0
CVE-2008-4199,NA,5.0
CVE-2008-4200,NA,6.4
CVE-2008-4201,NA,9.3
CVE-2008-4202,NA,7.5
CVE-2008-4203,NA,7.5
CVE-2008-4204,NA,7.5
CVE-2008-4205,NA,7.5
CVE-2008-4206,NA,7.5
CVE-2008-4207,NA,5.0
CVE-2008-4208,NA,10.0
CVE-2008-4210,NA,4.6
CVE-2008-4211,NA,10.0
CVE-2008-4212,NA,10.0
CVE-2008-4214,NA,4.6
CVE-2008-4215,NA,7.5
CVE-2008-4216,NA,4.3
CVE-2008-4217,NA,9.3
CVE-2008-4218,NA,7.2
CVE-2008-4219,NA,4.9
CVE-2008-4220,NA,10.0
CVE-2008-4221,NA,10.0
CVE-2008-4222,NA,7.1
CVE-2008-4223,NA,10.0
CVE-2008-4224,NA,7.1
CVE-2008-4225,NA,7.8
CVE-2008-4226,NA,10.0
CVE-2008-4227,NA,7.5
CVE-2008-4228,NA,3.6
CVE-2008-4229,NA,3.7
CVE-2008-4230,NA,1.9
CVE-2008-4231,NA,9.3
CVE-2008-4232,NA,5.0
CVE-2008-4233,NA,2.6
CVE-2008-4234,NA,9.3
CVE-2008-4236,NA,7.1
CVE-2008-4237,NA,10.0
CVE-2008-4241,NA,7.5
CVE-2008-4242,NA,6.8
CVE-2008-4243,NA,7.8
CVE-2008-4244,NA,7.5
CVE-2008-4245,NA,6.5
CVE-2008-4246,NA,5.0
CVE-2008-4247,NA,7.5
CVE-2008-4248,NA,NA
CVE-2008-4249,NA,NA
CVE-2008-4250,NA,10.0
CVE-2008-4251,NA,NA
CVE-2008-4252,NA,8.5
CVE-2008-4253,NA,8.5
CVE-2008-4254,NA,8.5
CVE-2008-4255,NA,9.3
CVE-2008-4256,NA,8.5
CVE-2008-4257,NA,NA
CVE-2008-4258,NA,8.5
CVE-2008-4259,NA,9.3
CVE-2008-4260,NA,8.5
CVE-2008-4261,NA,9.3
CVE-2008-4262,NA,NA
CVE-2008-4263,NA,NA
CVE-2008-4264,NA,9.3
CVE-2008-4265,NA,9.3
CVE-2008-4266,NA,9.3
CVE-2008-4267,NA,NA
CVE-2008-4268,NA,8.5
CVE-2008-4269,NA,8.5
CVE-2008-4270,NA,NA
CVE-2008-4271,NA,NA
CVE-2008-4272,NA,NA
CVE-2008-4273,NA,NA
CVE-2008-4274,NA,NA
CVE-2008-4275,NA,NA
CVE-2008-4276,NA,NA
CVE-2008-4277,NA,NA
CVE-2008-4278,NA,2.1
CVE-2008-4279,NA,6.8
CVE-2008-4281,NA,9.3
CVE-2008-4283,NA,10.0
CVE-2008-4284,NA,5.8
CVE-2008-4285,NA,5.0
CVE-2008-4292,NA,10.0
CVE-2008-4293,NA,10.0
CVE-2008-4294,NA,7.2
CVE-2008-4295,NA,5.4
CVE-2008-4296,NA,10.0
CVE-2008-4297,NA,5.0
CVE-2008-4298,NA,5.0
CVE-2008-4299,NA,5.0
CVE-2008-4300,NA,5.0
CVE-2008-4301,NA,10.0
CVE-2008-4302,NA,4.9
CVE-2008-4303,NA,6.8
CVE-2008-4304,NA,10.0
CVE-2008-4305,NA,9.0
CVE-2008-4306,NA,9.3
CVE-2008-4307,NA,4.0
CVE-2008-4308,NA,2.6
CVE-2008-4309,NA,5.0
CVE-2008-4310,NA,7.8
CVE-2008-4311,NA,4.6
CVE-2008-4312,NA,NA
CVE-2008-4313,NA,6.0
CVE-2008-4314,NA,8.5
CVE-2008-4315,NA,6.8
CVE-2008-4316,NA,4.6
CVE-2008-4317,NA,NA
CVE-2008-4318,NA,10.0
CVE-2008-4319,NA,6.4
CVE-2008-4320,NA,4.3
CVE-2008-4321,NA,9.3
CVE-2008-4322,NA,10.0
CVE-2008-4323,NA,4.3
CVE-2008-4324,NA,5.0
CVE-2008-4325,NA,5.8
CVE-2008-4326,NA,4.3
CVE-2008-4327,NA,4.3
CVE-2008-4328,NA,7.5
CVE-2008-4329,NA,10.0
CVE-2008-4330,NA,7.5
CVE-2008-4331,NA,7.5
CVE-2008-4332,NA,7.5
CVE-2008-4333,NA,4.3
CVE-2008-4334,NA,7.5
CVE-2008-4335,NA,7.5
CVE-2008-4336,NA,4.3
CVE-2008-4337,NA,4.3
CVE-2008-4338,NA,6.0
CVE-2008-4339,NA,6.5
CVE-2008-4340,NA,4.3
CVE-2008-4341,NA,7.5
CVE-2008-4342,NA,9.3
CVE-2008-4343,NA,9.3
CVE-2008-4344,NA,7.5
CVE-2008-4345,NA,7.5
CVE-2008-4346,NA,7.5
CVE-2008-4347,NA,7.5
CVE-2008-4348,NA,7.5
CVE-2008-4349,NA,4.3
CVE-2008-4350,NA,7.5
CVE-2008-4351,NA,7.5
CVE-2008-4352,NA,7.5
CVE-2008-4353,NA,7.5
CVE-2008-4354,NA,7.5
CVE-2008-4355,NA,7.5
CVE-2008-4356,NA,7.5
CVE-2008-4357,NA,7.5
CVE-2008-4358,NA,10.0
CVE-2008-4359,NA,7.5
CVE-2008-4360,NA,7.8
CVE-2008-4361,NA,7.8
CVE-2008-4362,NA,4.9
CVE-2008-4363,NA,7.2
CVE-2008-4364,NA,7.5
CVE-2008-4365,NA,4.3
CVE-2008-4366,NA,6.5
CVE-2008-4368,NA,5.0
CVE-2008-4369,NA,7.5
CVE-2008-4370,NA,4.3
CVE-2008-4371,NA,7.5
CVE-2008-4372,NA,4.3
CVE-2008-4373,NA,7.5
CVE-2008-4374,NA,7.5
CVE-2008-4375,NA,7.5
CVE-2008-4376,NA,7.5
CVE-2008-4377,NA,7.5
CVE-2008-4378,NA,7.5
CVE-2008-4379,NA,4.3
CVE-2008-4380,NA,7.8
CVE-2008-4381,NA,5.0
CVE-2008-4382,NA,5.0
CVE-2008-4383,NA,10.0
CVE-2008-4384,NA,9.3
CVE-2008-4385,NA,9.3
CVE-2008-4387,NA,9.3
CVE-2008-4388,NA,9.3
CVE-2008-4389,NA,9.3
CVE-2008-4390,NA,10.0
CVE-2008-4391,NA,9.3
CVE-2008-4392,NA,6.4
CVE-2008-4393,NA,4.3
CVE-2008-4394,NA,6.9
CVE-2008-4395,NA,8.3
CVE-2008-4396,NA,9.3
CVE-2008-4397,NA,10.0
CVE-2008-4398,NA,5.0
CVE-2008-4399,NA,5.0
CVE-2008-4400,NA,5.0
CVE-2008-4401,NA,10.0
CVE-2008-4402,NA,10.0
CVE-2008-4403,NA,5.0
CVE-2008-4404,NA,10.0
CVE-2008-4405,NA,7.2
CVE-2008-4406,NA,7.2
CVE-2008-4407,NA,2.1
CVE-2008-4408,NA,4.3
CVE-2008-4409,NA,5.0
CVE-2008-4410,NA,4.9
CVE-2008-4411,NA,4.3
CVE-2008-4412,NA,5.0
CVE-2008-4413,NA,6.2
CVE-2008-4414,NA,7.2
CVE-2008-4415,NA,9.0
CVE-2008-4416,NA,4.6
CVE-2008-4417,NA,NA
CVE-2008-4418,NA,7.8
CVE-2008-4419,NA,7.8
CVE-2008-4420,NA,9.3
CVE-2008-4421,NA,7.8
CVE-2008-4422,NA,NA
CVE-2008-4423,NA,6.5
CVE-2008-4424,NA,4.3
CVE-2008-4425,NA,8.8
CVE-2008-4426,NA,4.3
CVE-2008-4427,NA,7.5
CVE-2008-4428,NA,10.0
CVE-2008-4429,NA,10.0
CVE-2008-4430,NA,NA
CVE-2008-4431,NA,7.5
CVE-2008-4432,NA,4.3
CVE-2008-4433,NA,7.5
CVE-2008-4434,NA,9.3
CVE-2008-4435,NA,4.3
CVE-2008-4436,NA,7.5
CVE-2008-4437,NA,7.1
CVE-2008-4438,NA,4.3
CVE-2008-4439,NA,10.0
CVE-2008-4440,NA,7.2
CVE-2008-4441,NA,7.1
CVE-2008-4444,NA,7.1
CVE-2008-4445,NA,4.7
CVE-2008-4446,NA,4.3
CVE-2008-4447,NA,4.3
CVE-2008-4448,NA,6.8
CVE-2008-4449,NA,9.3
CVE-2008-4450,NA,4.3
CVE-2008-4451,NA,7.2
CVE-2008-4452,NA,9.0
CVE-2008-4453,NA,9.3
CVE-2008-4454,NA,6.8
CVE-2008-4455,NA,6.8
CVE-2008-4456,NA,2.6
CVE-2008-4457,NA,6.8
CVE-2008-4458,NA,7.5
CVE-2008-4459,NA,7.5
CVE-2008-4460,NA,7.5
CVE-2008-4461,NA,7.5
CVE-2008-4462,NA,7.5
CVE-2008-4463,NA,7.5
CVE-2008-4464,NA,7.5
CVE-2008-4465,NA,7.5
CVE-2008-4466,NA,7.5
CVE-2008-4467,NA,7.5
CVE-2008-4468,NA,7.5
CVE-2008-4469,NA,7.5
CVE-2008-4470,NA,9.3
CVE-2008-4471,NA,9.3
CVE-2008-4472,NA,9.3
CVE-2008-4473,NA,9.3
CVE-2008-4474,NA,7.2
CVE-2008-4475,NA,7.2
CVE-2008-4476,NA,6.9
CVE-2008-4477,NA,7.2
CVE-2008-4478,NA,10.0
CVE-2008-4479,NA,10.0
CVE-2008-4480,NA,10.0
CVE-2008-4481,NA,4.3
CVE-2008-4482,NA,7.8
CVE-2008-4483,NA,6.8
CVE-2008-4484,NA,6.8
CVE-2008-4485,NA,4.3
CVE-2008-4486,NA,10.0
CVE-2008-4487,NA,6.8
CVE-2008-4488,NA,4.3
CVE-2008-4489,NA,10.0
CVE-2008-4490,NA,5.1
CVE-2008-4491,NA,5.0
CVE-2008-4492,NA,7.5
CVE-2008-4493,NA,6.8
CVE-2008-4494,NA,7.5
CVE-2008-4495,NA,7.5
CVE-2008-4496,NA,7.5
CVE-2008-4497,NA,7.5
CVE-2008-4498,NA,7.5
CVE-2008-4499,NA,9.3
CVE-2008-4500,NA,4.0
CVE-2008-4501,NA,9.0
CVE-2008-4502,NA,10.0
CVE-2008-4503,NA,6.8
CVE-2008-4504,NA,6.8
CVE-2008-4505,NA,7.8
CVE-2008-4506,NA,7.5
CVE-2008-4507,NA,7.5
CVE-2008-4508,NA,7.8
CVE-2008-4509,NA,10.0
CVE-2008-4510,NA,4.9
CVE-2008-4511,NA,5.0
CVE-2008-4512,NA,5.0
CVE-2008-4513,NA,4.3
CVE-2008-4514,NA,5.0
CVE-2008-4515,NA,7.5
CVE-2008-4516,NA,7.5
CVE-2008-4517,NA,7.5
CVE-2008-4518,NA,7.5
CVE-2008-4519,NA,7.5
CVE-2008-4520,NA,4.3
CVE-2008-4521,NA,7.5
CVE-2008-4522,NA,7.5
CVE-2008-4523,NA,7.5
CVE-2008-4524,NA,7.5
CVE-2008-4525,NA,7.5
CVE-2008-4526,NA,10.0
CVE-2008-4527,NA,7.5
CVE-2008-4528,NA,7.5
CVE-2008-4529,NA,7.5
CVE-2008-4530,NA,3.5
CVE-2008-4531,NA,7.5
CVE-2008-4532,NA,4.3
CVE-2008-4533,NA,4.3
CVE-2008-4534,NA,7.5
CVE-2008-4535,NA,4.3
CVE-2008-4536,NA,4.3
CVE-2008-4537,NA,4.3
CVE-2008-4539,NA,7.2
CVE-2008-4540,NA,2.1
CVE-2008-4541,NA,10.0
CVE-2008-4542,NA,3.5
CVE-2008-4543,NA,7.1
CVE-2008-4544,NA,5.0
CVE-2008-4545,NA,4.0
CVE-2008-4546,NA,4.3
CVE-2008-4547,NA,9.3
CVE-2008-4548,NA,9.3
CVE-2008-4549,NA,2.6
CVE-2008-4551,NA,5.0
CVE-2008-4552,NA,7.5
CVE-2008-4553,NA,7.2
CVE-2008-4554,NA,4.6
CVE-2008-4555,NA,8.5
CVE-2008-4556,NA,10.0
CVE-2008-4557,NA,10.0
CVE-2008-4558,NA,6.8
CVE-2008-4559,NA,10.0
CVE-2008-4560,NA,7.8
CVE-2008-4562,NA,10.0
CVE-2008-4563,NA,10.0
CVE-2008-4564,NA,9.3
CVE-2008-4569,NA,7.5
CVE-2008-4570,NA,7.5
CVE-2008-4571,NA,4.3
CVE-2008-4572,NA,10.0
CVE-2008-4573,NA,7.5
CVE-2008-4574,NA,7.5
CVE-2008-4575,NA,5.0
CVE-2008-4576,NA,7.8
CVE-2008-4577,NA,6.4
CVE-2008-4578,NA,5.0
CVE-2008-4579,NA,1.9
CVE-2008-4580,NA,7.2
CVE-2008-4581,NA,4.0
CVE-2008-4582,NA,4.3
CVE-2008-4583,NA,7.5
CVE-2008-4584,NA,6.8
CVE-2008-4585,NA,7.5
CVE-2008-4586,NA,9.3
CVE-2008-4587,NA,9.3
CVE-2008-4588,NA,10.0
CVE-2008-4589,NA,7.2
CVE-2008-4590,NA,7.5
CVE-2008-4591,NA,4.3
CVE-2008-4592,NA,10.0
CVE-2008-4593,NA,1.2
CVE-2008-4594,NA,10.0
CVE-2008-4595,NA,10.0
CVE-2008-4596,NA,4.3
CVE-2008-4597,NA,7.5
CVE-2008-4598,NA,7.5
CVE-2008-4599,NA,7.5
CVE-2008-4600,NA,7.5
CVE-2008-4601,NA,4.3
CVE-2008-4602,NA,6.5
CVE-2008-4603,NA,7.5
CVE-2008-4604,NA,7.5
CVE-2008-4605,NA,7.5
CVE-2008-4606,NA,7.5
CVE-2008-4607,NA,NA
CVE-2008-4608,NA,NA
CVE-2008-4609,NA,7.1
CVE-2008-4610,NA,5.0
CVE-2008-4611,NA,7.5
CVE-2008-4612,NA,4.3
CVE-2008-4613,NA,7.5
CVE-2008-4614,NA,7.5
CVE-2008-4615,NA,10.0
CVE-2008-4616,NA,5.0
CVE-2008-4617,NA,7.5
CVE-2008-4618,NA,7.8
CVE-2008-4619,NA,10.0
CVE-2008-4620,NA,7.5
CVE-2008-4621,NA,7.5
CVE-2008-4622,NA,7.5
CVE-2008-4623,NA,7.5
CVE-2008-4624,NA,9.3
CVE-2008-4625,NA,7.5
CVE-2008-4626,NA,6.8
CVE-2008-4627,NA,7.5
CVE-2008-4628,NA,7.5
CVE-2008-4629,NA,4.3
CVE-2008-4630,NA,10.0
